sequence,cycle,channel,rank,pim_block,key
2265,28931,27,0,1,59382259777540
2266,28931,27,0,2,59390849712132
2267,28931,27,0,3,59399439646724
2268,28931,27,0,4,59408029581316
2269,28931,27,0,5,59416619515908
2270,28931,27,0,6,59425209450500
2271,28931,27,0,7,59433799385092
2272,28931,28,0,0,61572693098500
2273,28931,28,0,1,61581283033092
2274,28931,28,0,2,61589872967684
2275,28931,28,0,3,61598462902276
2276,28931,28,0,4,61607052836868
2277,28931,28,0,5,61615642771460
2278,28931,28,0,6,61624232706052
2279,28931,28,0,7,61632822640644
2280,28931,29,0,0,63771716354052
2281,28931,29,0,1,63780306288644
2282,28931,29,0,2,63788896223236
2283,28931,29,0,3,63797486157828
2284,28931,29,0,4,63806076092420
2285,28931,29,0,5,63814666027012
2286,28931,29,0,6,63823255961604
2287,28931,29,0,7,63831845896196
2288,28931,30,0,0,65970739609604
2289,28931,30,0,1,65979329544196
2290,28931,30,0,2,65987919478788
2291,28931,30,0,3,65996509413380
2292,28931,30,0,4,66005099347972
2293,28931,30,0,5,66013689282564
2294,28931,30,0,6,66022279217156
2295,28931,30,0,7,66030869151748
2296,28931,31,0,0,68169762865156
2297,28931,31,0,1,68178352799748
2298,28931,31,0,2,68186942734340
2299,28931,31,0,3,68195532668932
2300,28931,31,0,4,68204122603524
2301,28931,31,0,5,68212712538116
2302,28931,31,0,6,68221302472708
2303,28931,31,0,7,68229892407300
2304,28931,32,0,0,70368786120708
2305,28931,32,0,1,70377376055300
2306,28931,32,0,2,70385965989892
2307,28931,32,0,3,70394555924484
2308,28931,32,0,4,70403145859076
2309,28931,32,0,5,70411735793668
2310,28931,32,0,6,70420325728260
2311,28931,32,0,7,70428915662852
2312,28931,33,0,0,72567809376260
2313,28931,33,0,1,72576399310852
2314,28931,33,0,2,72584989245444
2315,28931,33,0,3,72593579180036
2316,28931,33,0,4,72602169114628
2317,28931,33,0,5,72610759049220
2318,28931,33,0,6,72619348983812
2319,28931,33,0,7,72627938918404
2320,28931,34,0,0,74766832631812
2321,28931,34,0,1,74775422566404
2322,28931,34,0,2,74784012500996
2323,28931,34,0,3,74792602435588
2324,28931,34,0,4,74801192370180
2325,28931,34,0,5,74809782304772
2326,28931,34,0,6,74818372239364
2327,28931,34,0,7,74826962173956
2328,28931,35,0,0,76965855887364
2329,28931,35,0,1,76974445821956
2330,28931,35,0,2,76983035756548
2331,28931,35,0,3,76991625691140
2332,28931,35,0,4,77000215625732
2333,28931,35,0,5,77008805560324
2334,28931,35,0,6,77017395494916
2335,28931,35,0,7,77025985429508
2336,28931,36,0,0,79164879142916
2337,28931,36,0,1,79173469077508
2338,28931,36,0,2,79182059012100
2339,28931,36,0,3,79190648946692
2340,28931,36,0,4,79199238881284
2341,28931,36,0,5,79207828815876
2342,28931,36,0,6,79216418750468
2343,28931,36,0,7,79225008685060
2344,28931,37,0,0,81363902398468
2345,28931,37,0,1,81372492333060
2346,28931,37,0,2,81381082267652
2347,28931,37,0,3,81389672202244
2348,28931,37,0,4,81398262136836
2349,28931,37,0,5,81406852071428
2350,28931,37,0,6,81415442006020
2351,28931,37,0,7,81424031940612
2352,28931,38,0,0,83562925654020
2353,28931,38,0,1,83571515588612
2354,28931,38,0,2,83580105523204
2355,28931,38,0,3,83588695457796
2356,28931,38,0,4,83597285392388
2357,28931,38,0,5,83605875326980
2358,28931,38,0,6,83614465261572
2359,28931,38,0,7,83623055196164
2360,28931,39,0,0,85761948909572
2361,28931,39,0,1,85770538844164
2362,28931,39,0,2,85779128778756
2363,28931,39,0,3,85787718713348
2364,28931,39,0,4,85796308647940
2365,28931,39,0,5,85804898582532
2366,28931,39,0,6,85813488517124
2367,28931,39,0,7,85822078451716
2368,28931,40,0,0,87960972165124
2369,28931,40,0,1,87969562099716
2370,28931,40,0,2,87978152034308
2371,28931,40,0,3,87986741968900
2372,28931,40,0,4,87995331903492
2373,28931,40,0,5,88003921838084
2374,28931,40,0,6,88012511772676
2375,28931,40,0,7,88021101707268
2376,28931,41,0,0,90159995420676
2377,28931,41,0,1,90168585355268
2378,28931,41,0,2,90177175289860
2379,28931,41,0,3,90185765224452
2380,28931,41,0,4,90194355159044
2381,28931,41,0,5,90202945093636
2382,28931,41,0,6,90211535028228
2383,28931,41,0,7,90220124962820
2384,28931,42,0,0,92359018676228
2385,28931,42,0,1,92367608610820
2386,28931,42,0,2,92376198545412
2387,28931,42,0,3,92384788480004
2388,28931,42,0,4,92393378414596
2389,28931,42,0,5,92401968349188
2390,28931,42,0,6,92410558283780
2391,28931,42,0,7,92419148218372
2392,28931,43,0,0,94558041931780
2393,28931,43,0,1,94566631866372
2394,28931,43,0,2,94575221800964
2395,28931,43,0,3,94583811735556
2396,28931,43,0,4,94592401670148
2397,28931,43,0,5,94600991604740
2398,28931,43,0,6,94609581539332
2399,28931,43,0,7,94618171473924
2400,28931,44,0,0,96757065187332
2401,28931,44,0,1,96765655121924
2402,28931,44,0,2,96774245056516
2403,28931,44,0,3,96782834991108
2404,28931,44,0,4,96791424925700
2405,28931,44,0,5,96800014860292
2406,28931,44,0,6,96808604794884
2407,28931,44,0,7,96817194729476
2408,28931,45,0,0,98956088442884
2409,28931,45,0,1,98964678377476
2410,28931,45,0,2,98973268312068
2411,28931,45,0,3,98981858246660
2412,28931,45,0,4,98990448181252
2413,28931,45,0,5,98999038115844
2414,28931,45,0,6,99007628050436
2415,28931,45,0,7,99016217985028
2416,28931,46,0,0,101155111698436
2417,28931,46,0,1,101163701633028
2418,28931,46,0,2,101172291567620
2419,28931,46,0,3,101180881502212
2420,28931,46,0,4,101189471436804
2421,28931,46,0,5,101198061371396
2422,28931,46,0,6,101206651305988
2423,28931,46,0,7,101215241240580
2424,28931,47,0,0,103354134953988
2425,28931,47,0,1,103362724888580
2426,28931,47,0,2,103371314823172
2427,28931,47,0,3,103379904757764
2428,28931,47,0,4,103388494692356
2429,28931,47,0,5,103397084626948
2430,28931,47,0,6,103405674561540
2431,28931,47,0,7,103414264496132
2432,28931,48,0,0,105553158209540
2433,28931,48,0,1,105561748144132
2434,28931,48,0,2,105570338078724
2435,28931,48,0,3,105578928013316
2436,28931,48,0,4,105587517947908
2437,28931,48,0,5,105596107882500
2438,28931,48,0,6,105604697817092
2439,28931,48,0,7,105613287751684
2440,28931,49,0,0,107752181465092
2441,28931,49,0,1,107760771399684
2442,28931,49,0,2,107769361334276
2443,28931,49,0,3,107777951268868
2444,28931,49,0,4,107786541203460
2445,28931,49,0,5,107795131138052
2446,28931,49,0,6,107803721072644
2447,28931,49,0,7,107812311007236
2448,28931,50,0,0,109951204720644
2449,28931,50,0,1,109959794655236
2450,28931,50,0,2,109968384589828
2451,28931,50,0,3,109976974524420
2452,28931,50,0,4,109985564459012
2453,28931,50,0,5,109994154393604
2454,28931,50,0,6,110002744328196
2455,28931,50,0,7,110011334262788
2456,28931,51,0,0,112150227976196
2457,28931,51,0,1,112158817910788
2458,28931,51,0,2,112167407845380
2459,28931,51,0,3,112175997779972
2460,28931,51,0,4,112184587714564
2461,28931,51,0,5,112193177649156
2462,28931,51,0,6,112201767583748
2463,28931,51,0,7,112210357518340
2464,28931,52,0,0,114349251231748
2465,28931,52,0,1,114357841166340
2466,28931,52,0,2,114366431100932
2467,28931,52,0,3,114375021035524
2468,28931,52,0,4,114383610970116
2469,28931,52,0,5,114392200904708
2470,28931,52,0,6,114400790839300
2471,28931,52,0,7,114409380773892
2472,28931,53,0,0,116548274487300
2473,28931,53,0,1,116556864421892
2474,28931,53,0,2,116565454356484
2475,28931,53,0,3,116574044291076
2476,28931,53,0,4,116582634225668
2477,28931,53,0,5,116591224160260
2478,28931,53,0,6,116599814094852
2479,28931,53,0,7,116608404029444
2480,28931,54,0,0,118747297742852
2481,28931,54,0,1,118755887677444
2482,28931,54,0,2,118764477612036
2483,28931,54,0,3,118773067546628
2484,28931,54,0,4,118781657481220
2485,28931,54,0,5,118790247415812
2486,28931,54,0,6,118798837350404
2487,28931,54,0,7,118807427284996
2488,28931,55,0,0,120946320998404
2489,28931,55,0,1,120954910932996
2490,28931,55,0,2,120963500867588
2491,28931,55,0,3,120972090802180
2492,28931,55,0,4,120980680736772
2493,28931,55,0,5,120989270671364
2494,28931,55,0,6,120997860605956
2495,28931,55,0,7,121006450540548
2496,28931,56,0,0,123145344253956
2497,28931,56,0,1,123153934188548
2498,28931,56,0,2,123162524123140
2499,28931,56,0,3,123171114057732
2500,28931,56,0,4,123179703992324
2501,28931,56,0,5,123188293926916
2502,28931,56,0,6,123196883861508
2503,28931,56,0,7,123205473796100
2504,28931,57,0,0,125344367509508
2505,28931,57,0,1,125352957444100
2506,28931,57,0,2,125361547378692
2507,28931,57,0,3,125370137313284
2508,28931,57,0,4,125378727247876
2509,28931,57,0,5,125387317182468
2510,28931,57,0,6,125395907117060
2511,28931,57,0,7,125404497051652
2512,28931,58,0,0,127543390765060
2513,28931,58,0,1,127551980699652
2514,28931,58,0,2,127560570634244
2515,28931,58,0,3,127569160568836
2516,28931,58,0,4,127577750503428
2517,28931,58,0,5,127586340438020
2518,28931,58,0,6,127594930372612
2519,28931,58,0,7,127603520307204
2520,28931,59,0,0,129742414020612
2521,28931,59,0,1,129751003955204
2522,28931,59,0,2,129759593889796
2523,28931,59,0,3,129768183824388
2524,28931,59,0,4,129776773758980
2525,28931,59,0,5,129785363693572
2526,28931,59,0,6,129793953628164
2527,28931,59,0,7,129802543562756
2528,28931,60,0,0,131941437276164
2529,28931,60,0,1,131950027210756
2530,28931,60,0,2,131958617145348
2531,28931,60,0,3,131967207079940
2532,28931,60,0,4,131975797014532
2533,28931,60,0,5,131984386949124
2534,28931,60,0,6,131992976883716
2535,28931,60,0,7,132001566818308
2536,28931,61,0,0,134140460531716
2537,28931,61,0,1,134149050466308
2538,28931,61,0,2,134157640400900
2539,28931,61,0,3,134166230335492
2540,28931,61,0,4,134174820270084
2541,28931,61,0,5,134183410204676
2542,28931,61,0,6,134192000139268
2543,28931,61,0,7,134200590073860
2544,28931,62,0,0,136339483787268
2545,28931,62,0,1,136348073721860
2546,28931,62,0,2,136356663656452
2547,28931,62,0,3,136365253591044
2548,28931,62,0,4,136373843525636
2549,28931,62,0,5,136382433460228
2550,28931,62,0,6,136391023394820
2551,28931,62,0,7,136399613329412
2552,28931,63,0,0,138538507042820
2553,28931,63,0,1,138547096977412
2554,28931,63,0,2,138555686912004
2555,28931,63,0,3,138564276846596
2556,28931,63,0,4,138572866781188
2557,28931,63,0,5,138581456715780
2558,28931,63,0,6,138590046650372
2559,28931,63,0,7,138598636584964
2560,28933,0,0,0,41943045
2561,28933,0,0,1,8631877637
2562,28933,0,0,2,17221812229
2563,28933,0,0,3,25811746821
2564,28933,0,0,4,34401681413
2565,28933,0,0,5,42991616005
2566,28933,0,0,6,51581550597
2567,28933,0,0,7,60171485189
2568,28933,1,0,0,2199065198597
2569,28933,1,0,1,2207655133189
2570,28933,1,0,2,2216245067781
2571,28933,1,0,3,2224835002373
2572,28933,1,0,4,2233424936965
2573,28933,1,0,5,2242014871557
2574,28933,1,0,6,2250604806149
2575,28933,1,0,7,2259194740741
2576,28933,2,0,0,4398088454149
2577,28933,2,0,1,4406678388741
2578,28933,2,0,2,4415268323333
2579,28933,2,0,3,4423858257925
2580,28933,2,0,4,4432448192517
2581,28933,2,0,5,4441038127109
2582,28933,2,0,6,4449628061701
2583,28933,2,0,7,4458217996293
2584,28933,3,0,0,6597111709701
2585,28933,3,0,1,6605701644293
2586,28933,3,0,2,6614291578885
2587,28933,3,0,3,6622881513477
2588,28933,3,0,4,6631471448069
2589,28933,3,0,5,6640061382661
2590,28933,3,0,6,6648651317253
2591,28933,3,0,7,6657241251845
2592,28933,4,0,0,8796134965253
2593,28933,4,0,1,8804724899845
2594,28933,4,0,2,8813314834437
2595,28933,4,0,3,8821904769029
2596,28933,4,0,4,8830494703621
2597,28933,4,0,5,8839084638213
2598,28933,4,0,6,8847674572805
2599,28933,4,0,7,8856264507397
2600,28933,5,0,0,10995158220805
2601,28933,5,0,1,11003748155397
2602,28933,5,0,2,11012338089989
2603,28933,5,0,3,11020928024581
2604,28933,5,0,4,11029517959173
2605,28933,5,0,5,11038107893765
2606,28933,5,0,6,11046697828357
2607,28933,5,0,7,11055287762949
2608,28933,6,0,0,13194181476357
2609,28933,6,0,1,13202771410949
2610,28933,6,0,2,13211361345541
2611,28933,6,0,3,13219951280133
2612,28933,6,0,4,13228541214725
2613,28933,6,0,5,13237131149317
2614,28933,6,0,6,13245721083909
2615,28933,6,0,7,13254311018501
2616,28933,7,0,0,15393204731909
2617,28933,7,0,1,15401794666501
2618,28933,7,0,2,15410384601093
2619,28933,7,0,3,15418974535685
2620,28933,7,0,4,15427564470277
2621,28933,7,0,5,15436154404869
2622,28933,7,0,6,15444744339461
2623,28933,7,0,7,15453334274053
2624,28933,8,0,0,17592227987461
2625,28933,8,0,1,17600817922053
2626,28933,8,0,2,17609407856645
2627,28933,8,0,3,17617997791237
2628,28933,8,0,4,17626587725829
2629,28933,8,0,5,17635177660421
2630,28933,8,0,6,17643767595013
2631,28933,8,0,7,17652357529605
2632,28933,9,0,0,19791251243013
2633,28933,9,0,1,19799841177605
2634,28933,9,0,2,19808431112197
2635,28933,9,0,3,19817021046789
2636,28933,9,0,4,19825610981381
2637,28933,9,0,5,19834200915973
2638,28933,9,0,6,19842790850565
2639,28933,9,0,7,19851380785157
2640,28933,10,0,0,21990274498565
2641,28933,10,0,1,21998864433157
2642,28933,10,0,2,22007454367749
2643,28933,10,0,3,22016044302341
2644,28933,10,0,4,22024634236933
2645,28933,10,0,5,22033224171525
2646,28933,10,0,6,22041814106117
2647,28933,10,0,7,22050404040709
2648,28933,11,0,0,24189297754117
2649,28933,11,0,1,24197887688709
2650,28933,11,0,2,24206477623301
2651,28933,11,0,3,24215067557893
2652,28933,11,0,4,24223657492485
2653,28933,11,0,5,24232247427077
2654,28933,11,0,6,24240837361669
2655,28933,11,0,7,24249427296261
2656,28933,12,0,0,26388321009669
2657,28933,12,0,1,26396910944261
2658,28933,12,0,2,26405500878853
2659,28933,12,0,3,26414090813445
2660,28933,12,0,4,26422680748037
2661,28933,12,0,5,26431270682629
2662,28933,12,0,6,26439860617221
2663,28933,12,0,7,26448450551813
2664,28933,13,0,0,28587344265221
2665,28933,13,0,1,28595934199813
2666,28933,13,0,2,28604524134405
2667,28933,13,0,3,28613114068997
2668,28933,13,0,4,28621704003589
2669,28933,13,0,5,28630293938181
2670,28933,13,0,6,28638883872773
2671,28933,13,0,7,28647473807365
2672,28933,14,0,0,30786367520773
2673,28933,14,0,1,30794957455365
2674,28933,14,0,2,30803547389957
2675,28933,14,0,3,30812137324549
2676,28933,14,0,4,30820727259141
2677,28933,14,0,5,30829317193733
2678,28933,14,0,6,30837907128325
2679,28933,14,0,7,30846497062917
2680,28933,15,0,0,32985390776325
2681,28933,15,0,1,32993980710917
2682,28933,15,0,2,33002570645509
2683,28933,15,0,3,33011160580101
2684,28933,15,0,4,33019750514693
2685,28933,15,0,5,33028340449285
2686,28933,15,0,6,33036930383877
2687,28933,15,0,7,33045520318469
2688,28933,16,0,0,35184414031877
2689,28933,16,0,1,35193003966469
2690,28933,16,0,2,35201593901061
2691,28933,16,0,3,35210183835653
2692,28933,16,0,4,35218773770245
2693,28933,16,0,5,35227363704837
2694,28933,16,0,6,35235953639429
2695,28933,16,0,7,35244543574021
2696,28933,17,0,0,37383437287429
2697,28933,17,0,1,37392027222021
2698,28933,17,0,2,37400617156613
2699,28933,17,0,3,37409207091205
2700,28933,17,0,4,37417797025797
2701,28933,17,0,5,37426386960389
2702,28933,17,0,6,37434976894981
2703,28933,17,0,7,37443566829573
2704,28933,18,0,0,39582460542981
2705,28933,18,0,1,39591050477573
2706,28933,18,0,2,39599640412165
2707,28933,18,0,3,39608230346757
2708,28933,18,0,4,39616820281349
2709,28933,18,0,5,39625410215941
2710,28933,18,0,6,39634000150533
2711,28933,18,0,7,39642590085125
2712,28933,19,0,0,41781483798533
2713,28933,19,0,1,41790073733125
2714,28933,19,0,2,41798663667717
2715,28933,19,0,3,41807253602309
2716,28933,19,0,4,41815843536901
2717,28933,19,0,5,41824433471493
2718,28933,19,0,6,41833023406085
2719,28933,19,0,7,41841613340677
2720,28933,20,0,0,43980507054085
2721,28933,20,0,1,43989096988677
2722,28933,20,0,2,43997686923269
2723,28933,20,0,3,44006276857861
2724,28933,20,0,4,44014866792453
2725,28933,20,0,5,44023456727045
2726,28933,20,0,6,44032046661637
2727,28933,20,0,7,44040636596229
2728,28933,21,0,0,46179530309637
2729,28933,21,0,1,46188120244229
2730,28933,21,0,2,46196710178821
2731,28933,21,0,3,46205300113413
2732,28933,21,0,4,46213890048005
2733,28933,21,0,5,46222479982597
2734,28933,21,0,6,46231069917189
2735,28933,21,0,7,46239659851781
2736,28933,22,0,0,48378553565189
2737,28933,22,0,1,48387143499781
2738,28933,22,0,2,48395733434373
2739,28933,22,0,3,48404323368965
2740,28933,22,0,4,48412913303557
2741,28933,22,0,5,48421503238149
2742,28933,22,0,6,48430093172741
2743,28933,22,0,7,48438683107333
2744,28933,23,0,0,50577576820741
2745,28933,23,0,1,50586166755333
2746,28933,23,0,2,50594756689925
2747,28933,23,0,3,50603346624517
2748,28933,23,0,4,50611936559109
2749,28933,23,0,5,50620526493701
2750,28933,23,0,6,50629116428293
2751,28933,23,0,7,50637706362885
2752,28933,24,0,0,52776600076293
2753,28933,24,0,1,52785190010885
2754,28933,24,0,2,52793779945477
2755,28933,24,0,3,52802369880069
2756,28933,24,0,4,52810959814661
2757,28933,24,0,5,52819549749253
2758,28933,24,0,6,52828139683845
2759,28933,24,0,7,52836729618437
2760,28933,25,0,0,54975623331845
2761,28933,25,0,1,54984213266437
2762,28933,25,0,2,54992803201029
2763,28933,25,0,3,55001393135621
2764,28933,25,0,4,55009983070213
2765,28933,25,0,5,55018573004805
2766,28933,25,0,6,55027162939397
2767,28933,25,0,7,55035752873989
2768,28933,26,0,0,57174646587397
2769,28933,26,0,1,57183236521989
2770,28933,26,0,2,57191826456581
2771,28933,26,0,3,57200416391173
2772,28933,26,0,4,57209006325765
2773,28933,26,0,5,57217596260357
2774,28933,26,0,6,57226186194949
2775,28933,26,0,7,57234776129541
2776,28933,27,0,0,59373669842949
2777,28933,27,0,1,59382259777541
2778,28933,27,0,2,59390849712133
2779,28933,27,0,3,59399439646725
2780,28933,27,0,4,59408029581317
2781,28933,27,0,5,59416619515909
2782,28933,27,0,6,59425209450501
2783,28933,27,0,7,59433799385093
2784,28933,28,0,0,61572693098501
2785,28933,28,0,1,61581283033093
2786,28933,28,0,2,61589872967685
2787,28933,28,0,3,61598462902277
2788,28933,28,0,4,61607052836869
2789,28933,28,0,5,61615642771461
2790,28933,28,0,6,61624232706053
2791,28933,28,0,7,61632822640645
2792,28933,29,0,0,63771716354053
2793,28933,29,0,1,63780306288645
2794,28933,29,0,2,63788896223237
2795,28933,29,0,3,63797486157829
2796,28933,29,0,4,63806076092421
2797,28933,29,0,5,63814666027013
2798,28933,29,0,6,63823255961605
2799,28933,29,0,7,63831845896197
2800,28933,30,0,0,65970739609605
2801,28933,30,0,1,65979329544197
2802,28933,30,0,2,65987919478789
2803,28933,30,0,3,65996509413381
2804,28933,30,0,4,66005099347973
2805,28933,30,0,5,66013689282565
2806,28933,30,0,6,66022279217157
2807,28933,30,0,7,66030869151749
2808,28933,31,0,0,68169762865157
2809,28933,31,0,1,68178352799749
2810,28933,31,0,2,68186942734341
2811,28933,31,0,3,68195532668933
2812,28933,31,0,4,68204122603525
2813,28933,31,0,5,68212712538117
2814,28933,31,0,6,68221302472709
2815,28933,31,0,7,68229892407301
2816,28933,32,0,0,70368786120709
2817,28933,32,0,1,70377376055301
2818,28933,32,0,2,70385965989893
2819,28933,32,0,3,70394555924485
2820,28933,32,0,4,70403145859077
2821,28933,32,0,5,70411735793669
2822,28933,32,0,6,70420325728261
2823,28933,32,0,7,70428915662853
2824,28933,33,0,0,72567809376261
2825,28933,33,0,1,72576399310853
2826,28933,33,0,2,72584989245445
2827,28933,33,0,3,72593579180037
2828,28933,33,0,4,72602169114629
2829,28933,33,0,5,72610759049221
2830,28933,33,0,6,72619348983813
2831,28933,33,0,7,72627938918405
2832,28933,34,0,0,74766832631813
2833,28933,34,0,1,74775422566405
2834,28933,34,0,2,74784012500997
2835,28933,34,0,3,74792602435589
2836,28933,34,0,4,74801192370181
2837,28933,34,0,5,74809782304773
2838,28933,34,0,6,74818372239365
2839,28933,34,0,7,74826962173957
2840,28933,35,0,0,76965855887365
2841,28933,35,0,1,76974445821957
2842,28933,35,0,2,76983035756549
2843,28933,35,0,3,76991625691141
2844,28933,35,0,4,77000215625733
2845,28933,35,0,5,77008805560325
2846,28933,35,0,6,77017395494917
2847,28933,35,0,7,77025985429509
2848,28933,36,0,0,79164879142917
2849,28933,36,0,1,79173469077509
2850,28933,36,0,2,79182059012101
2851,28933,36,0,3,79190648946693
2852,28933,36,0,4,79199238881285
2853,28933,36,0,5,79207828815877
2854,28933,36,0,6,79216418750469
2855,28933,36,0,7,79225008685061
2856,28933,37,0,0,81363902398469
2857,28933,37,0,1,81372492333061
2858,28933,37,0,2,81381082267653
2859,28933,37,0,3,81389672202245
2860,28933,37,0,4,81398262136837
2861,28933,37,0,5,81406852071429
2862,28933,37,0,6,81415442006021
2863,28933,37,0,7,81424031940613
2864,28933,38,0,0,83562925654021
2865,28933,38,0,1,83571515588613
2866,28933,38,0,2,83580105523205
2867,28933,38,0,3,83588695457797
2868,28933,38,0,4,83597285392389
2869,28933,38,0,5,83605875326981
2870,28933,38,0,6,83614465261573
2871,28933,38,0,7,83623055196165
2872,28933,39,0,0,85761948909573
2873,28933,39,0,1,85770538844165
2874,28933,39,0,2,85779128778757
2875,28933,39,0,3,85787718713349
2876,28933,39,0,4,85796308647941
2877,28933,39,0,5,85804898582533
2878,28933,39,0,6,85813488517125
2879,28933,39,0,7,85822078451717
2880,28933,40,0,0,87960972165125
2881,28933,40,0,1,87969562099717
2882,28933,40,0,2,87978152034309
2883,28933,40,0,3,87986741968901
2884,28933,40,0,4,87995331903493
2885,28933,40,0,5,88003921838085
2886,28933,40,0,6,88012511772677
2887,28933,40,0,7,88021101707269
2888,28933,41,0,0,90159995420677
2889,28933,41,0,1,90168585355269
2890,28933,41,0,2,90177175289861
2891,28933,41,0,3,90185765224453
2892,28933,41,0,4,90194355159045
2893,28933,41,0,5,90202945093637
2894,28933,41,0,6,90211535028229
2895,28933,41,0,7,90220124962821
2896,28933,42,0,0,92359018676229
2897,28933,42,0,1,92367608610821
2898,28933,42,0,2,92376198545413
2899,28933,42,0,3,92384788480005
2900,28933,42,0,4,92393378414597
2901,28933,42,0,5,92401968349189
2902,28933,42,0,6,92410558283781
2903,28933,42,0,7,92419148218373
2904,28933,43,0,0,94558041931781
2905,28933,43,0,1,94566631866373
2906,28933,43,0,2,94575221800965
2907,28933,43,0,3,94583811735557
2908,28933,43,0,4,94592401670149
2909,28933,43,0,5,94600991604741
2910,28933,43,0,6,94609581539333
2911,28933,43,0,7,94618171473925
2912,28933,44,0,0,96757065187333
2913,28933,44,0,1,96765655121925
2914,28933,44,0,2,96774245056517
2915,28933,44,0,3,96782834991109
2916,28933,44,0,4,96791424925701
2917,28933,44,0,5,96800014860293
2918,28933,44,0,6,96808604794885
2919,28933,44,0,7,96817194729477
2920,28933,45,0,0,98956088442885
2921,28933,45,0,1,98964678377477
2922,28933,45,0,2,98973268312069
2923,28933,45,0,3,98981858246661
2924,28933,45,0,4,98990448181253
2925,28933,45,0,5,98999038115845
2926,28933,45,0,6,99007628050437
2927,28933,45,0,7,99016217985029
2928,28933,46,0,0,101155111698437
2929,28933,46,0,1,101163701633029
2930,28933,46,0,2,101172291567621
2931,28933,46,0,3,101180881502213
2932,28933,46,0,4,101189471436805
2933,28933,46,0,5,101198061371397
2934,28933,46,0,6,101206651305989
2935,28933,46,0,7,101215241240581
2936,28933,47,0,0,103354134953989
2937,28933,47,0,1,103362724888581
2938,28933,47,0,2,103371314823173
2939,28933,47,0,3,103379904757765
2940,28933,47,0,4,103388494692357
2941,28933,47,0,5,103397084626949
2942,28933,47,0,6,103405674561541
2943,28933,47,0,7,103414264496133
2944,28933,48,0,0,105553158209541
2945,28933,48,0,1,105561748144133
2946,28933,48,0,2,105570338078725
2947,28933,48,0,3,105578928013317
2948,28933,48,0,4,105587517947909
2949,28933,48,0,5,105596107882501
2950,28933,48,0,6,105604697817093
2951,28933,48,0,7,105613287751685
2952,28933,49,0,0,107752181465093
2953,28933,49,0,1,107760771399685
2954,28933,49,0,2,107769361334277
2955,28933,49,0,3,107777951268869
2956,28933,49,0,4,107786541203461
2957,28933,49,0,5,107795131138053
2958,28933,49,0,6,107803721072645
2959,28933,49,0,7,107812311007237
2960,28933,50,0,0,109951204720645
2961,28933,50,0,1,109959794655237
2962,28933,50,0,2,109968384589829
2963,28933,50,0,3,109976974524421
2964,28933,50,0,4,109985564459013
2965,28933,50,0,5,109994154393605
2966,28933,50,0,6,110002744328197
2967,28933,50,0,7,110011334262789
2968,28933,51,0,0,112150227976197
2969,28933,51,0,1,112158817910789
2970,28933,51,0,2,112167407845381
2971,28933,51,0,3,112175997779973
2972,28933,51,0,4,112184587714565
2973,28933,51,0,5,112193177649157
2974,28933,51,0,6,112201767583749
2975,28933,51,0,7,112210357518341
2976,28933,52,0,0,114349251231749
2977,28933,52,0,1,114357841166341
2978,28933,52,0,2,114366431100933
2979,28933,52,0,3,114375021035525
2980,28933,52,0,4,114383610970117
2981,28933,52,0,5,114392200904709
2982,28933,52,0,6,114400790839301
2983,28933,52,0,7,114409380773893
2984,28933,53,0,0,116548274487301
2985,28933,53,0,1,116556864421893
2986,28933,53,0,2,116565454356485
2987,28933,53,0,3,116574044291077
2988,28933,53,0,4,116582634225669
2989,28933,53,0,5,116591224160261
2990,28933,53,0,6,116599814094853
2991,28933,53,0,7,116608404029445
2992,28933,54,0,0,118747297742853
2993,28933,54,0,1,118755887677445
2994,28933,54,0,2,118764477612037
2995,28933,54,0,3,118773067546629
2996,28933,54,0,4,118781657481221
2997,28933,54,0,5,118790247415813
2998,28933,54,0,6,118798837350405
2999,28933,54,0,7,118807427284997
3000,28933,55,0,0,120946320998405
3001,28933,55,0,1,120954910932997
3002,28933,55,0,2,120963500867589
3003,28933,55,0,3,120972090802181
3004,28933,55,0,4,120980680736773
3005,28933,55,0,5,120989270671365
3006,28933,55,0,6,120997860605957
3007,28933,55,0,7,121006450540549
3008,28933,56,0,0,123145344253957
3009,28933,56,0,1,123153934188549
3010,28933,56,0,2,123162524123141
3011,28933,56,0,3,123171114057733
3012,28933,56,0,4,123179703992325
3013,28933,56,0,5,123188293926917
3014,28933,56,0,6,123196883861509
3015,28933,56,0,7,123205473796101
3016,28933,57,0,0,125344367509509
3017,28933,57,0,1,125352957444101
3018,28933,57,0,2,125361547378693
3019,28933,57,0,3,125370137313285
3020,28933,57,0,4,125378727247877
3021,28933,57,0,5,125387317182469
3022,28933,57,0,6,125395907117061
3023,28933,57,0,7,125404497051653
3024,28933,58,0,0,127543390765061
3025,28933,58,0,1,127551980699653
3026,28933,58,0,2,127560570634245
3027,28933,58,0,3,127569160568837
3028,28933,58,0,4,127577750503429
3029,28933,58,0,5,127586340438021
3030,28933,58,0,6,127594930372613
3031,28933,58,0,7,127603520307205
3032,28933,59,0,0,129742414020613
3033,28933,59,0,1,129751003955205
3034,28933,59,0,2,129759593889797
3035,28933,59,0,3,129768183824389
3036,28933,59,0,4,129776773758981
3037,28933,59,0,5,129785363693573
3038,28933,59,0,6,129793953628165
3039,28933,59,0,7,129802543562757
3040,28933,60,0,0,131941437276165
3041,28933,60,0,1,131950027210757
