sequence,cycle,channel,rank,pim_block,key,tap_index,tap_count,partial_hex,final_hex
5200,26663,10,0,0,21994569465858,1,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
5201,26663,10,0,1,22003159400450,1,3,4200420042004200420042004200420042004200420042004200420042004200,4600460046004600460046004600460046004600460046004600460046004600
5202,26663,10,0,2,22011749335042,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5203,26663,10,0,3,22020339269634,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5204,26663,10,0,4,22028929204226,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5205,26663,10,0,5,22037519138818,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5206,26663,10,0,6,22046109073410,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5207,26663,10,0,7,22054699008002,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5208,26663,11,0,0,24193592721410,1,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
5209,26663,11,0,1,24202182656002,1,3,4200420042004200420042004200420042004200420042004200420042004200,4600460046004600460046004600460046004600460046004600460046004600
5210,26663,11,0,2,24210772590594,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5211,26663,11,0,3,24219362525186,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5212,26663,11,0,4,24227952459778,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5213,26663,11,0,5,24236542394370,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5214,26663,11,0,6,24245132328962,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5215,26663,11,0,7,24253722263554,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5216,26663,12,0,0,26392615976962,1,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
5217,26663,12,0,1,26401205911554,1,3,4200420042004200420042004200420042004200420042004200420042004200,4600460046004600460046004600460046004600460046004600460046004600
5218,26663,12,0,2,26409795846146,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5219,26663,12,0,3,26418385780738,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5220,26663,12,0,4,26426975715330,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5221,26663,12,0,5,26435565649922,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5222,26663,12,0,6,26444155584514,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5223,26663,12,0,7,26452745519106,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5224,26663,13,0,0,28591639232514,1,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
5225,26663,13,0,1,28600229167106,1,3,4200420042004200420042004200420042004200420042004200420042004200,4600460046004600460046004600460046004600460046004600460046004600
5226,26663,13,0,2,28608819101698,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5227,26663,13,0,3,28617409036290,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5228,26663,13,0,4,28625998970882,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5229,26663,13,0,5,28634588905474,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5230,26663,13,0,6,28643178840066,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5231,26663,13,0,7,28651768774658,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5232,26663,14,0,0,30790662488066,1,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
5233,26663,14,0,1,30799252422658,1,3,4200420042004200420042004200420042004200420042004200420042004200,4600460046004600460046004600460046004600460046004600460046004600
5234,26663,14,0,2,30807842357250,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5235,26663,14,0,3,30816432291842,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5236,26663,14,0,4,30825022226434,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5237,26663,14,0,5,30833612161026,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5238,26663,14,0,6,30842202095618,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5239,26663,14,0,7,30850792030210,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5240,26663,15,0,0,32989685743618,1,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
5241,26663,15,0,1,32998275678210,1,3,4200420042004200420042004200420042004200420042004200420042004200,4600460046004600460046004600460046004600460046004600460046004600
5242,26663,15,0,2,33006865612802,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5243,26663,15,0,3,33015455547394,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5244,26663,15,0,4,33024045481986,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5245,26663,15,0,5,33032635416578,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5246,26663,15,0,6,33041225351170,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5247,26663,15,0,7,33049815285762,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5248,26663,16,0,0,35188708999170,1,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
5249,26663,16,0,1,35197298933762,1,3,4200420042004200420042004200420042004200420042004200420042004200,4600460046004600460046004600460046004600460046004600460046004600
5250,26663,16,0,2,35205888868354,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5251,26663,16,0,3,35214478802946,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5252,26663,16,0,4,35223068737538,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5253,26663,16,0,5,35231658672130,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5254,26663,16,0,6,35240248606722,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5255,26663,16,0,7,35248838541314,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5256,26663,17,0,0,37387732254722,1,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
5257,26663,17,0,1,37396322189314,1,3,4200420042004200420042004200420042004200420042004200420042004200,4600460046004600460046004600460046004600460046004600460046004600
5258,26663,17,0,2,37404912123906,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5259,26663,17,0,3,37413502058498,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5260,26663,17,0,4,37422091993090,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5261,26663,17,0,5,37430681927682,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5262,26663,17,0,6,37439271862274,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5263,26663,17,0,7,37447861796866,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5264,26663,18,0,0,39586755510274,1,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
5265,26663,18,0,1,39595345444866,1,3,4200420042004200420042004200420042004200420042004200420042004200,4600460046004600460046004600460046004600460046004600460046004600
5266,26663,18,0,2,39603935379458,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5267,26663,18,0,3,39612525314050,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5268,26663,18,0,4,39621115248642,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5269,26663,18,0,5,39629705183234,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5270,26663,18,0,6,39638295117826,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5271,26663,18,0,7,39646885052418,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5272,26663,19,0,0,41785778765826,1,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
5273,26663,19,0,1,41794368700418,1,3,4200420042004200420042004200420042004200420042004200420042004200,4600460046004600460046004600460046004600460046004600460046004600
5274,26663,19,0,2,41802958635010,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5275,26663,19,0,3,41811548569602,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5276,26663,19,0,4,41820138504194,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5277,26663,19,0,5,41828728438786,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5278,26663,19,0,6,41837318373378,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5279,26663,19,0,7,41845908307970,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5280,26663,20,0,0,43984802021378,1,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
5281,26663,20,0,1,43993391955970,1,3,4200420042004200420042004200420042004200420042004200420042004200,4600460046004600460046004600460046004600460046004600460046004600
5282,26663,20,0,2,44001981890562,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5283,26663,20,0,3,44010571825154,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5284,26663,20,0,4,44019161759746,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5285,26663,20,0,5,44027751694338,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5286,26663,20,0,6,44036341628930,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5287,26663,20,0,7,44044931563522,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5288,26663,21,0,0,46183825276930,1,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
5289,26663,21,0,1,46192415211522,1,3,4200420042004200420042004200420042004200420042004200420042004200,4600460046004600460046004600460046004600460046004600460046004600
5290,26663,21,0,2,46201005146114,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5291,26663,21,0,3,46209595080706,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5292,26663,21,0,4,46218185015298,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5293,26663,21,0,5,46226774949890,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5294,26663,21,0,6,46235364884482,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5295,26663,21,0,7,46243954819074,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5296,26663,22,0,0,48382848532482,1,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
5297,26663,22,0,1,48391438467074,1,3,4200420042004200420042004200420042004200420042004200420042004200,4600460046004600460046004600460046004600460046004600460046004600
5298,26663,22,0,2,48400028401666,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5299,26663,22,0,3,48408618336258,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5300,26663,22,0,4,48417208270850,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5301,26663,22,0,5,48425798205442,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5302,26663,22,0,6,48434388140034,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5303,26663,22,0,7,48442978074626,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5304,26663,23,0,0,50581871788034,1,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
5305,26663,23,0,1,50590461722626,1,3,4200420042004200420042004200420042004200420042004200420042004200,4600460046004600460046004600460046004600460046004600460046004600
5306,26663,23,0,2,50599051657218,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5307,26663,23,0,3,50607641591810,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5308,26663,23,0,4,50616231526402,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5309,26663,23,0,5,50624821460994,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5310,26663,23,0,6,50633411395586,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5311,26663,23,0,7,50642001330178,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5312,26663,24,0,0,52780895043586,1,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
5313,26663,24,0,1,52789484978178,1,3,4200420042004200420042004200420042004200420042004200420042004200,4600460046004600460046004600460046004600460046004600460046004600
5314,26663,24,0,2,52798074912770,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5315,26663,24,0,3,52806664847362,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5316,26663,24,0,4,52815254781954,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5317,26663,24,0,5,52823844716546,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5318,26663,24,0,6,52832434651138,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5319,26663,24,0,7,52841024585730,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5320,26663,25,0,0,54979918299138,1,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
5321,26663,25,0,1,54988508233730,1,3,4200420042004200420042004200420042004200420042004200420042004200,4600460046004600460046004600460046004600460046004600460046004600
5322,26663,25,0,2,54997098168322,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5323,26663,25,0,3,55005688102914,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5324,26663,25,0,4,55014278037506,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5325,26663,25,0,5,55022867972098,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5326,26663,25,0,6,55031457906690,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5327,26663,25,0,7,55040047841282,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5328,26663,26,0,0,57178941554690,1,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
5329,26663,26,0,1,57187531489282,1,3,4200420042004200420042004200420042004200420042004200420042004200,4600460046004600460046004600460046004600460046004600460046004600
5330,26663,26,0,2,57196121423874,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5331,26663,26,0,3,57204711358466,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5332,26663,26,0,4,57213301293058,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5333,26663,26,0,5,57221891227650,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5334,26663,26,0,6,57230481162242,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5335,26663,26,0,7,57239071096834,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5336,26663,27,0,0,59377964810242,1,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
5337,26663,27,0,1,59386554744834,1,3,4200420042004200420042004200420042004200420042004200420042004200,4600460046004600460046004600460046004600460046004600460046004600
5338,26663,27,0,2,59395144679426,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5339,26663,27,0,3,59403734614018,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5340,26663,27,0,4,59412324548610,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5341,26663,27,0,5,59420914483202,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5342,26663,27,0,6,59429504417794,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5343,26663,27,0,7,59438094352386,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5344,26663,28,0,0,61576988065794,1,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
5345,26663,28,0,1,61585578000386,1,3,4200420042004200420042004200420042004200420042004200420042004200,4600460046004600460046004600460046004600460046004600460046004600
5346,26663,28,0,2,61594167934978,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5347,26663,28,0,3,61602757869570,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5348,26663,28,0,4,61611347804162,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5349,26663,28,0,5,61619937738754,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5350,26663,28,0,6,61628527673346,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5351,26663,28,0,7,61637117607938,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5352,26663,29,0,0,63776011321346,1,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
5353,26663,29,0,1,63784601255938,1,3,4200420042004200420042004200420042004200420042004200420042004200,4600460046004600460046004600460046004600460046004600460046004600
5354,26663,29,0,2,63793191190530,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5355,26663,29,0,3,63801781125122,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5356,26663,29,0,4,63810371059714,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5357,26663,29,0,5,63818960994306,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5358,26663,29,0,6,63827550928898,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5359,26663,29,0,7,63836140863490,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5360,26663,30,0,0,65975034576898,1,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
5361,26663,30,0,1,65983624511490,1,3,4200420042004200420042004200420042004200420042004200420042004200,4600460046004600460046004600460046004600460046004600460046004600
5362,26663,30,0,2,65992214446082,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5363,26663,30,0,3,66000804380674,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5364,26663,30,0,4,66009394315266,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5365,26663,30,0,5,66017984249858,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5366,26663,30,0,6,66026574184450,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5367,26663,30,0,7,66035164119042,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5368,26663,31,0,0,68174057832450,1,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
5369,26663,31,0,1,68182647767042,1,3,4200420042004200420042004200420042004200420042004200420042004200,4600460046004600460046004600460046004600460046004600460046004600
5370,26663,31,0,2,68191237701634,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5371,26663,31,0,3,68199827636226,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5372,26663,31,0,4,68208417570818,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5373,26663,31,0,5,68217007505410,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5374,26663,31,0,6,68225597440002,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5375,26663,31,0,7,68234187374594,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5376,26663,32,0,0,70373081088002,1,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
5377,26663,32,0,1,70381671022594,1,3,4200420042004200420042004200420042004200420042004200420042004200,4600460046004600460046004600460046004600460046004600460046004600
5378,26663,32,0,2,70390260957186,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5379,26663,32,0,3,70398850891778,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5380,26663,32,0,4,70407440826370,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5381,26663,32,0,5,70416030760962,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5382,26663,32,0,6,70424620695554,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5383,26663,32,0,7,70433210630146,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5384,26663,33,0,0,72572104343554,1,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
5385,26663,33,0,1,72580694278146,1,3,4200420042004200420042004200420042004200420042004200420042004200,4600460046004600460046004600460046004600460046004600460046004600
5386,26663,33,0,2,72589284212738,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5387,26663,33,0,3,72597874147330,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5388,26663,33,0,4,72606464081922,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5389,26663,33,0,5,72615054016514,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5390,26663,33,0,6,72623643951106,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5391,26663,33,0,7,72632233885698,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5392,26663,34,0,0,74771127599106,1,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
5393,26663,34,0,1,74779717533698,1,3,4200420042004200420042004200420042004200420042004200420042004200,4600460046004600460046004600460046004600460046004600460046004600
5394,26663,34,0,2,74788307468290,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5395,26663,34,0,3,74796897402882,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5396,26663,34,0,4,74805487337474,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5397,26663,34,0,5,74814077272066,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5398,26663,34,0,6,74822667206658,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5399,26663,34,0,7,74831257141250,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5400,26663,35,0,0,76970150854658,1,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
5401,26663,35,0,1,76978740789250,1,3,4200420042004200420042004200420042004200420042004200420042004200,4600460046004600460046004600460046004600460046004600460046004600
5402,26663,35,0,2,76987330723842,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5403,26663,35,0,3,76995920658434,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
5404,26663,35,0,4,77004510593026,1,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
